segment,start,end,medad_p50,medad_p90,medad_p99,si_p50,si_p90,si_p99,motion_occupancy,motion_magnitude,scene_activity,texture,rtci,burst_score,tail_score,extreme_score,spatial_score,temporal_score,motion_score,event_score,segment_variability,v8_fusion,bdi,regime,class
14,70.0,75.0,3.0,8.0,9.0,55.55070877075195,120.35885162353516,121.62054809570313,0.3012359027777778,10.770518923611112,0.04223732911220044,590.7340322279534,0.37604166666666666,0.3333333333333333,0.140625,1.0,0.363579731027664,0.35682291666666666,0.380551761035964,0.12067808317771556,0.75,0.3883382208277014,0.36628715113544347,BURST-DOMINATED,Moderate
15,75.0,80.0,1.0,3.0,5.0,54.34138107299805,59.30491409301758,60.29833953857422,0.19774559027777777,6.356378506944444,0.02492697453703704,182.21686047174,0.31666666666666665,0.375,0.20833333333333334,0.125,0.602951370707625,0.34291666666666665,0.3152727130310038,0.07121992724867726,0.3333333333333333,0.3626023448733986,0.39509521537491277,SPATIAL-HEAVY,Moderate
16,80.0,85.0,2.0,4.0,5.760000000000005,50.15220642089844,54.18149261474609,56.078221740722654,0.23135618055555554,7.7250528819444435,0.03029432502723312,154.10823187863636,0.38600000000000007,0.25,0.18000000000000016,1.0,0.608547161195509,0.32480000000000003,0.35451248250177936,0.0865552143635232,0.5,0.40482822523003464,0.40118643244720337,SPATIAL-HEAVY,Moderate
17,85.0,90.0,1.0,1.0,1.0,53.76480484008789,58.563148498535156,59.04550048828125,0.10930100694444443,3.626267222222222,0.014220655773420481,390.8186918600571,0.5,0.125,0.125,1.0,0.6037826857737097,0.33125000000000004,0.5101155538194444,0.04063044506691566,0.0,0.40269501533008506,0.4252251337413664,SPATIAL-HEAVY,Moderate
18,90.0,95.0,1.0,1.0,1.0,59.613590240478516,67.46458129882812,67.67853240966797,0.08276652777777778,3.0648476041666664,0.012019010212418302,530.3596716577227,0.5,0.125,0.125,1.0,0.58435179986892,0.33125000000000004,0.4955215902777778,0.034340029178338005,0.0,0.4063649475889618,0.44152154477371586,LOW-COMPLEXITY,Moderate
19,95.0,100.0,0.0,0.0,0.0,65.16126251220703,67.6700454711914,67.88059844970704,0.03722989583333333,1.281027152777778,0.0050236358932461865,408.31876670896037,0.0,0.0,0.0,0.0,0.6290172452119241,0.0,0.2562220980762897,0.01435324540927482,0.0,0.20915147779934043,0.2722781462188465,SPATIAL-HEAVY,Low
20,100.0,105.0,3.0,3.0,46.520000000000266,71.51677703857422,73.27706298828124,122.39968505859375,0.24419215277777778,8.027366562500001,0.03147986887254902,681.7779450838805,0.675,0.125,1.0,0.18271711092003334,0.6489251820630649,0.4275000000000001,0.5843056840277778,0.0899424824929972,0.0,0.5043616561859723,0.6029469959118656,SPATIAL-HEAVY,High
21,105.0,110.0,4.0,6.0,7.760000000000005,121.19715881347656,123.12297973632812,123.86480010986328,0.2926089583333333,10.229407152777778,0.040115322167755985,1692.3128253205493,0.44483333333333336,0.1875,0.16166666666666676,0.7893041237113397,0.6412246663402028,0.3290333333333334,0.3934301365227102,0.11461520619358853,0.5,0.41579153528781515,0.43808699479968105,SPATIAL-HEAVY,Moderate
22,110.0,115.0,3.0,5.0,7.52000000000001,105.52909088134766,110.47709503173829,116.32462493896485,0.2725543402777778,10.15813204861111,0.03983581195533769,962.6782555356945,0.37926666666666675,0.20833333333333334,0.18800000000000025,1.0,0.6255851095180643,0.30234666666666676,0.4013126075680644,0.11381660558667912,0.2,0.4008391415226185,0.4158281526729794,SPATIAL-HEAVY,Moderate
23,115.0,120.0,1.0,2.0,5.52000000000001,117.98652648925781,122.88469085693359,124.20159637451172,0.21058149305555557,9.267880798611111,0.03634463058278867,1113.528907404733,0.34400000000000014,0.25,0.34500000000000064,1.0,0.6275823624280488,0.3017000000000001,0.3889889900965239,0.10384180166511048,0.0,0.39983492771688783,0.4151345080019478,SPATIAL-HEAVY,Moderate
24,120.0,125.0,1.0,1.0,2.0,105.10796356201172,107.7368896484375,108.25137084960937,0.1161295486111111,4.231340798611111,0.01659349332788671,993.9771317823366,0.525,0.125,0.25,1.0,0.6362303396132072,0.3450000000000001,0.2791307151126266,0.04740998093681918,0.0,0.38054895695638086,0.4146581678074917,SPATIAL-HEAVY,Moderate
25,125.0,130.0,1.0,3.0,78.00000000000026,107.60356903076172,134.4614013671875,134.84329956054688,0.1536604861111111,6.1155622916666665,0.023982597222222225,1286.999908029669,0.525,0.375,1.0,0.20352564102564036,0.538006963715033,0.4575000000000001,0.3985348058476824,0.06852170634920636,0.6666666666666666,0.46954326312104433,0.4840498291855893,SPARSE-EXTREME,Moderate
26,130.0,135.0,1.0,3.0,5.0,108.86614990234375,112.691357421875,113.18295623779296,0.1552135069444444,5.750011736111111,0.02254906563180828,888.07590595993,0.31666666666666665,0.375,0.20833333333333334,1.0,0.6308133544968252,0.34291666666666665,0.29158804845896213,0.06442590180516651,0.3333333333333333,0.4152474380361203,0.42797438606428206,SPATIAL-HEAVY,Moderate
27,135.0,140.0,0.0,1.0,1.0,67.04400634765625,95.1410629272461,96.34112670898438,0.08428649305555555,3.5767031250000008,0.01402628676470588,601.5171109288242,0.05,0.125,0.125,1.0,0.4861408854900373,0.08375,0.4758595530260713,0.0400751050420168,0.0,0.3016590305024833,0.3013298184370643,LOW-COMPLEXITY,Moderate
28,140.0,145.0,1.0,1.0,1.0,94.06590270996094,126.61175231933593,127.04022796630859,0.12114333333333333,4.100836006944444,0.016081709831154686,1629.8789062028004,0.5,0.125,0.125,1.0,0.5066442212777834,0.33125000000000004,0.3687355898092298,0.04594774237472768,0.0,0.3564478881200159,0.37891639896601637,LOW-COMPLEXITY,Moderate
29,145.0,150.0,1.0,1.0,35.400000000000205,95.6635971069336,97.45724792480469,126.29819061279296,0.16818135416666663,6.688867812500001,0.026230854166666668,1177.1915165199177,0.675,0.125,1.0,0.2612994350282471,0.6450919988552505,0.4275000000000001,0.4687123467600606,0.07494529761904763,0.0,0.46872615477694374,0.5441157642627403,SPATIAL-HEAVY,Moderate
30,150.0,155.0,3.0,7.0,9.760000000000005,60.15084457397461,63.140288543701175,63.63144775390625,0.30415513888888895,10.14870649305556,0.03979884899237473,237.6053417692333,0.35033333333333333,0.2916666666666667,0.17428571428571438,0.14088114754098352,0.6232913142520592,0.32393333333333335,0.37263619780933355,0.11371099712107066,0.42857142857142855,0.3740734226847468,0.4102052300398141,SPATIAL-HEAVY,Moderate
31,155.0,160.0,2.0,5.0,7.0,57.11420822143555,79.8013916015625,80.39161590576173,0.24057628472222226,7.866018333333334,0.030847130718954254,478.7074237047488,0.36750000000000005,0.3125,0.175,0.8214285714285714,0.491974603454227,0.34275000000000005,0.34287791437076265,0.08813465919701216,0.6,0.3756048007494529,0.35720395331654714,BURST-DOMINATED,Moderate
32,160.0,165.0,3.0,4.6000000000000085,33.880000000000194,88.00528717041016,88.81085662841797,131.74245117187527,0.19156038194444444,6.162810381944445,0.024167883850762524,2170.3812383742325,0.5811594202898551,0.191666666666667,0.9206521739130471,0.21399055489964458,0.6539075200486161,0.4058876811594205,0.38738340728821186,0.06905109671646435,0.4347826086956514,0.45851240416771444,0.5082956646290857,SPATIAL-HEAVY,Moderate
33,165.0,170.0,2.0,3.0,4.760000000000005,144.72543334960938,146.06942443847657,146.65350158691408,0.1826399652777778,7.038392048611112,0.027601537445533772,3067.253236626444,0.42716666666666675,0.1875,0.19833333333333356,1.0,0.6448445510878187,0.31931666666666675,0.3956294312051466,0.07886153555866793,0.3333333333333333,0.4187157992560328,0.43802785178633735,SPATIAL-HEAVY,Moderate
34,170.0,175.0,2.0,3.0,3.760000000000005,124.39385223388672,139.19202270507813,140.26910034179687,0.2906015625,13.15110440972222,0.05157295846949891,1317.5557007764787,0.4188333333333334,0.1875,0.15666666666666687,1.0,0.5900737854354446,0.3147333333333334,0.46334136538261933,0.14735130991285403,0.3333333333333333,0.41313528435255664,0.4203635920816433,LOW-COMPLEXITY,Moderate
35,175.0,180.0,3.0,7.0,49.040000000000276,124.42312622070312,128.97557067871094,131.36430236816406,0.28664597222222227,11.504520347222224,0.04511576606753812,2403.9751671115573,0.5334761904761914,0.2916666666666667,0.8757142857142907,0.1631321370309942,0.6303124820977712,0.42466190476190535,0.3862545228758101,0.12890218876439463,0.7142857142857143,0.4730821620492869,0.5058984014351093,SPATIAL-HEAVY,Moderate
36,180.0,185.0,6.0,8.0,9.0,63.55331802368164,127.76834411621094,129.66817504882812,0.3615581944444444,14.27747277777778,0.05599008932461874,1041.1912962681627,0.5114583333333333,0.16666666666666666,0.140625,0.9305555555555556,0.38030048048564086,0.35630208333333335,0.4524144841403446,0.15997168378462498,0.75,0.3950479550914693,0.3867184363883975,LOW-COMPLEXITY,Moderate
37,185.0,190.0,2.0,4.0,5.0,61.36369705200195,62.93653411865235,67.58450897216797,0.22619895833333334,8.040929965277778,0.031533058687363835,235.33942407403984,0.38125000000000003,0.25,0.15625,1.0,0.6371911958330391,0.3221875,0.3979222727392885,0.0900944533924681,0.5,0.4287961259836315,0.44036467223501996,SPATIAL-HEAVY,Moderate
38,190.0,195.0,0.0,3.6000000000000085,5.0,75.01676940917969,95.71505737304689,102.14951171875,0.22983076388888887,9.48885277777778,0.03721118736383443,485.6617958952019,0.16638888888888892,0.45000000000000107,0.1736111111111107,0.125,0.5301334135839565,0.2940138888888894,0.3160992392472579,0.10631767818238408,0.2777777777777771,0.33363901218861264,0.3543383317317668,BURST-DOMINATED,Moderate
39,195.0,200.0,3.0,5.0,50.60000000000031,113.2702407836914,116.04395599365235,135.6555255126953,0.33221093749999997,12.331002291666668,0.04835687173202615,1698.9525240740365,0.5116666666666667,0.20833333333333334,1.0,0.1729249011857697,0.6395926415398373,0.3751666666666667,0.35742826903267066,0.13816249066293187,0.0,0.4254246006653766,0.4888482725589514,SPATIAL-HEAVY,Moderate
40,200.0,205.0,0.0,1.0,60.2800000000004,97.34852600097656,137.5956268310547,138.4753924560547,0.0952648611111111,3.959961875,0.015529262254901961,1487.233617830262,0.375,0.125,1.0,0.17626078301260667,0.4875380114282904,0.2625,0.4741775605116325,0.04436932072829132,1.0,0.4292398411959597,0.4448914721123514,SPARSE-EXTREME,Moderate
41,205.0,210.0,1.0,1.0,1.7600000000000051,72.03044891357422,105.28120727539063,105.79542114257812,0.12919256944444443,4.567258854166666,0.017910819035947715,1042.9837056527012,0.5190000000000001,0.125,0.22000000000000064,1.0,0.4750204009639263,0.3417000000000001,0.3569208807440154,0.05117376867413633,0.0,0.3561142389509969,0.3763943482832283,SPARSE-EXTREME,Moderate
42,210.0,215.0,2.0,3.0,50.36000000000031,73.92827606201172,140.3652313232422,141.73455627441408,0.18612822916666666,6.7666416319444425,0.026535849537037037,1214.6754474599297,0.6375000000000001,0.1875,1.0,0.1712668784749791,0.39427734149446786,0.43500000000000005,0.4524056891182774,0.07581671296296297,0.6666666666666666,0.42964280209133304,0.44590820733873204,SPARSE-EXTREME,Moderate
43,215.0,220.0,1.0,2.0,43.040000000000276,131.51397705078125,133.93062744140624,135.18421936035156,0.1740307986111111,6.5407226041666675,0.025649892565359475,2376.615744154515,0.55,0.25,1.0,0.2730018587360577,0.6399233106388409,0.41500000000000004,0.4000555368974523,0.0732854073295985,0.5,0.47326441560424987,0.5100722753858206,SPATIAL-HEAVY,Moderate
44,220.0,225.0,1.0,2.0,2.0,108.5165023803711,109.4161376953125,110.97997680664062,0.11842343749999999,4.604635277777778,0.018057393246187367,1514.25518927647,0.37500000000000006,0.25,0.125,1.0,0.6455937712504282,0.31875000000000003,0.34058717846019293,0.05159255213196391,0.5,0.40947195506320005,0.41347976562591066,SPATIAL-HEAVY,Moderate
45,225.0,230.0,2.0,4.0,9.280000000000015,48.353885650634766,49.777671813964844,109.39232849121093,0.20005753472222218,6.8642634722222216,0.0269186802832244,228.52543286030365,0.3705000000000001,0.25,0.2900000000000005,1.0,0.6562137607543899,0.3162750000000001,0.3420390209399552,0.07691051509492686,0.25,0.43678908138273653,0.4850568349104036,SPATIAL-HEAVY,Moderate
46,230.0,235.0,2.0,5.0,6.760000000000005,49.09372329711914,57.38487854003907,59.485507049560546,0.2458214583333333,7.736312569444446,0.030338480664488018,168.4678753485593,0.33630000000000004,0.3125,0.16900000000000012,0.14792899408284013,0.5692740280694668,0.32559000000000005,0.33155066870892325,0.08668137332710862,0.4,0.34484292387917087,0.3659999336084169,BURST-DOMINATED,Moderate
47,235.0,240.0,3.0,7.0,10.0,58.839908599853516,60.06195220947266,60.280372314453125,0.2943125347222221,9.42772347222222,0.03697146459694989,237.5183543824409,0.35119047619047616,0.2916666666666667,0.17857142857142858,0.125,0.6385093847649921,0.3244047619047619,0.356224889889841,0.1056327559912854,0.42857142857142855,0.3748050366276253,0.41463687063861704,SPATIAL-HEAVY,Moderate
