segment,start,end,medad_p50,medad_p90,medad_p99,si_p50,si_p90,si_p99,motion_occupancy,motion_magnitude,scene_activity,texture,rtci,burst_score,tail_score,extreme_score,spatial_score,temporal_score,motion_score,event_score,segment_variability,v8_fusion,bdi,regime,class
0,0.0,5.0,2.0,4.0,5.0,106.72515869140625,109.54356079101562,110.84634437561036,0.3067537872423835,11.064367614527331,0.04338967691971502,1404.590590730563,0.34375,0.25,0.15625,0.125,0.6356110838388285,0.3015625,0.37943143889705777,0.12397050548490007,0.25,0.36058876203749435,0.40711265478586467,SPATIAL-HEAVY,Moderate
1,5.0,10.0,2.0,3.0,5.760000000000005,96.8771743774414,107.87226257324218,109.46907653808594,0.30451298611111105,12.74071215277778,0.04996357706971677,1058.9844675444206,0.43550000000000005,0.1875,0.2400000000000002,1.0,0.5926681199652741,0.3239000000000001,0.4110004231537014,0.14275307734204792,0.3333333333333333,0.41526484981252737,0.4299755932570515,SPARSE-EXTREME,Moderate
2,10.0,15.0,4.0,5.0,5.0,93.5406494140625,97.97513427734376,99.04359771728515,0.3148832291666666,12.71492465277778,0.04986244961873638,971.0459529078375,0.47625000000000006,0.15625,0.125,0.15,0.6245291492655967,0.33225000000000005,0.34362559358956624,0.14246414176781824,0.4,0.35790690946822346,0.4005824569819486,SPATIAL-HEAVY,Moderate
3,15.0,20.0,3.0,5.0,5.760000000000005,98.8961410522461,101.43749542236328,102.63147186279296,0.29009697916666677,11.468473125000001,0.0449744044117647,956.1156373971278,0.4304666666666668,0.20833333333333334,0.14400000000000013,1.0,0.6359916943867283,0.3305066666666667,0.3516507357951044,0.12849829831932771,0.6,0.421001930290804,0.42807241268908947,SPATIAL-HEAVY,Moderate
4,20.0,25.0,4.0,7.6000000000000085,9.0,73.98184967041016,84.60241241455078,85.75864135742188,0.3433883680555555,13.112914270833333,0.051423193218954236,524.0562390017208,0.35342105263157864,0.23750000000000027,0.1480263157894735,0.4444444444444444,0.5794213921750635,0.3012565789473684,0.38687991111834985,0.1469234091970121,0.2631578947368418,0.3685243731918083,0.40387762990893394,BURST-DOMINATED,Moderate
5,25.0,30.0,3.0,3.0,3.0,89.16558837890625,97.42652435302735,100.14405059814453,0.29760024305555555,12.246784340277777,0.04802660525599129,856.4432324345711,0.55,0.125,0.125,1.0,0.6025433499935701,0.35875000000000007,0.41194550885421455,0.13721887215997514,0.3333333333333333,0.40727182504090836,0.4181615837532305,SPATIAL-HEAVY,Moderate
6,30.0,35.0,5.0,13.0,15.0,72.03197479248047,89.28374481201172,95.19648376464845,0.3938271180555554,14.57169809027778,0.057143914079520707,619.1918403669948,0.33615384615384614,0.325,0.14423076923076922,0.35,0.5427916743581893,0.3311346153846154,0.4096000530994128,0.16326832594148774,0.46153846153846156,0.37775465745222403,0.39594531312018755,BURST-DOMINATED,Moderate
7,35.0,40.0,3.0,4.0,5.0,73.88422393798828,76.42729339599609,76.90117828369141,0.2504994444444444,8.738068715277777,0.03426693613834424,536.4393555642769,0.4395833333333333,0.16666666666666666,0.15625,0.125,0.6312272555101708,0.31677083333333333,0.3741531752496492,0.09790553182384068,0.25,0.3568879854659101,0.4087456715306219,SPATIAL-HEAVY,Moderate
8,40.0,45.0,4.0,5.0,6.0,64.65296936035156,73.55061492919921,76.06380859375,0.26884829861111104,9.832619861111112,0.038559293572984744,507.8009368077528,0.48125,0.15625,0.15,0.6666666666666666,0.582357497528244,0.335,0.32676936094147646,0.11016941020852784,0.4,0.37498650826782487,0.40085710121464885,LOW-COMPLEXITY,Moderate
9,45.0,50.0,4.0,6.0,6.0,67.9900894165039,84.78666381835939,96.0523324584961,0.3143309027777778,11.003536354166664,0.043151122957516344,565.0406837888015,0.43750000000000006,0.1875,0.125,1.0,0.5413490860729705,0.32500000000000007,0.4772246080553677,0.12328892273576099,0.5,0.40805047235171665,0.4026232366573094,LOW-COMPLEXITY,Moderate
