file,samples,p25_medad,p50_medad,p75_medad,p90_medad,p95_medad,p99_medad,p999_medad,max_medad,iqr_medad,changed_pixel_mean,changed_pixel_p50,changed_pixel_p90,si_p50,si_p90,si_p99,burstiness,burst_score,tail_ratio,tail_score,extreme_ratio,extreme_score,burst_events,extreme_events,scene_events,burst_per_min,extreme_per_min,scene_per_min
TV8.mp4,12353,1.0,2.0,4.0,7.0,8.0,20.0,50.0,71.0,3.0,47.21053695678711,47.99696350097656,68.89253234863281,99.50584411621094,117.24728393554688,160.77523803710938,3.49999999825,0.35714285689285713,2.857142856734694,0.2653061223906706,3.5499999998225,0.36428571426035716,408,161,111,49.53861097620204,19.548324429334627,13.477416221466731
