segment,start,end,medad_p50,medad_p90,medad_p99,si_p50,si_p90,changed_pct,rtci,burst_score,tail_score,extreme_score,adim_sustained,adim_dynamic,adim_risk,spatial_adim,scene_activity,texture,spatial_score,temporal_score,v9_fusion,adci_temporal,adci_spatial,bdi,regime,class
0,0.0,5.0,0.0,0.0,0.0,102.55071258544922,102.73555603027344,1.8649718581989247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43928804535945143,0.002741157747821351,533.761071236214,0.284734024435362,0.0,0.25104491312531874,0.0,0.43928804535945143,0.1204107204716797,LOW-COMPLEXITY,Low
1,5.0,10.0,0.0,0.0,0.0,102.1606216430664,102.6076431274414,1.1094826388888888,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.41331590358829645,0.0016607173202614375,533.944547880506,0.257542909470018,0.0,0.24383783867057426,0.0,0.41331590358829645,0.11078572237263588,LOW-COMPLEXITY,Low
2,10.0,15.0,0.0,0.0,0.0,101.76866149902344,102.22818298339844,0.9836666666666669,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4091500178036507,0.0015271493736383444,527.0679515907528,0.25134655318489163,0.0,0.24225921829133076,0.0,0.4091500178036507,0.10817649854349891,LOW-COMPLEXITY,Low
3,15.0,20.0,0.0,0.0,0.0,101.6570816040039,101.89957580566406,1.0955798611111112,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3930244815227954,0.0016944709967320263,515.4084112718975,0.22855081539947725,0.0,0.23686227210457828,0.0,0.3930244815227954,0.09892108255564216,LOW-COMPLEXITY,Low
4,20.0,25.0,0.0,0.0,0.0,101.3205795288086,101.47205505371093,1.3625243055555556,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3999168260959924,0.002067142293028322,496.05086070788,0.23690279691894672,0.0,0.23886727016840834,0.0,0.3999168260959924,0.10207573649441817,LOW-COMPLEXITY,Low
5,25.0,30.0,0.0,4.6000000000000085,41.320000000000164,101.19670867919922,108.28634948730469,9.839781249999998,0.26500000000000024,0.46000000000000085,1.0,0.4501452081316536,0.0,0.15,0.5300305444575164,0.45329589378919655,0.04956813017429193,486.3683478845833,0.3156194541787407,0.29168828683901965,0.37540373206566513,0.21150916333725492,0.45329589378919655,0.29288164153368146,SPARSE-EXTREME,Moderate
6,30.0,35.0,7.0,24.60000000000001,55.280000000000015,104.31780242919922,138.017919921875,47.49925694444445,0.2591802397172204,0.35142857142857153,0.39485714285714296,0.11577424023154845,0.298780487800251,0.3916097659402745,0.3225800355808231,0.3358664064809289,0.12640405895969498,488.19019838827575,0.22081200323029546,0.3469612219268595,0.37642532914765403,0.3384105994834309,0.3358664064809289,0.3044777120187865,SPARSE-EXTREME,Moderate
7,35.0,40.0,4.0,16.60000000000001,56.88000000000007,102.3021011352539,143.16810607910156,39.66374652777778,0.293754515106841,0.4150000000000002,0.7110000000000009,0.11603375527426148,0.2620481927647335,0.45695769230769256,0.31014880761862196,0.3364644947198878,0.07232377954793029,621.3375105509555,0.2344987188158496,0.36239758128993077,0.3681099710436625,0.34469670206093567,0.3364644947198878,0.32273346981295115,SPARSE-EXTREME,Moderate
8,40.0,45.0,0.0,1.0,2.760000000000005,102.25875091552734,140.74254150390624,6.755395833333333,0.04570000000000004,0.1,0.13800000000000026,1.0,0.0,0.15,0.3639543726235743,0.3527436035009921,0.0172094825708061,794.758134844498,0.25692672092556973,0.21944515209125479,0.2934535657998898,0.16168631178707227,0.3527436035009921,0.2350793635110344,LOW-COMPLEXITY,Low
9,45.0,50.0,0.0,0.0,0.0,100.85462188720703,101.50854949951172,1.6361145833333335,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4005406471408003,0.0024024586056644883,502.114233474196,0.23912451042623128,0.0,0.23894927981323721,0.0,0.4005406471408003,0.10305934136254859,LOW-COMPLEXITY,Low
10,50.0,55.0,0.0,0.0,0.0,100.69124603271484,101.17016143798828,1.7974618055555553,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.39070475862477244,0.0026812110566448804,499.53500131371476,0.2268674565481062,0.0,0.23611315356416,0.0,0.39070475862477244,0.09839714236531598,LOW-COMPLEXITY,Low
11,55.0,60.0,0.0,0.0,0.0,99.89051818847656,100.8394287109375,4.124447916666667,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4204276834259043,0.005924835239651416,459.6866788802068,0.26493214011414334,0.0,0.2426938900469987,0.0,0.4204276834259043,0.11230201071704514,LOW-COMPLEXITY,Low
12,60.0,65.0,0.0,0.0,0.0,99.23311614990234,99.6998275756836,3.5727222222222217,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.41573582828726396,0.005350680964052288,460.789588593909,0.25988745929942153,0.0,0.2421169075949825,0.0,0.41573582828726396,0.11075069023613866,LOW-COMPLEXITY,Low
13,65.0,70.0,0.0,0.0,0.0,99.18726348876953,100.05133209228515,3.2651666666666666,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.40090536989741543,0.004646150871459695,467.58284879241256,0.24058225863081226,0.0,0.23715612699148336,0.0,0.40090536989741543,0.10306943128807146,LOW-COMPLEXITY,Low
14,70.0,75.0,0.0,0.0,0.0,100.73371887207031,101.09901580810546,2.248048611111111,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.40963986239020744,0.003198363425925926,487.5374441036334,0.2514198110516555,0.0,0.24169715678292902,0.0,0.40963986239020744,0.10789394480230105,LOW-COMPLEXITY,Low
15,75.0,80.0,0.0,0.0,0.0,100.10587310791016,100.74525909423828,2.364857638888889,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.40111438315422954,0.0033152901688453156,470.7420189871716,0.24157710152491094,0.0,0.23777721546909747,0.0,0.40111438315422954,0.10373198038808219,LOW-COMPLEXITY,Low
16,80.0,85.0,0.0,0.0,0.0,99.57942962646484,100.07767028808594,3.4507881944444447,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4598172379497955,0.005267349264705882,474.8591533286031,0.31064979079460253,0.0,0.25567352410277666,0.0,0.4598172379497955,0.1298563193458242,LOW-COMPLEXITY,Low
17,85.0,90.0,0.0,0.0,0.0,98.98497772216797,101.33843688964843,3.9927013888888885,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4020818552330978,0.005954006535947713,459.7426059388957,0.24741870930058935,0.0,0.23630137897250322,0.0,0.4020818552330978,0.10589437348239635,LOW-COMPLEXITY,Low
18,90.0,95.0,0.0,0.0,0.0,131.4792022705078,132.29190673828126,4.678340277777778,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4292418010192353,0.007140650326797385,965.6172816620531,0.28555096997446394,0.0,0.24771274421612227,0.0,0.4292418010192353,0.12216449520806592,LOW-COMPLEXITY,Low
19,95.0,100.0,0.0,0.0,0.0,132.02420043945312,133.2512634277344,4.854218750000002,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4916116977373499,0.008096196486928104,1187.4594469155497,0.35129048076170677,0.0,0.2668497470523007,0.0,0.4916116977373499,0.14613972741482115,LOW-COMPLEXITY,Low
20,100.0,105.0,0.0,0.0,0.0,100.90602111816406,101.63876953125,4.068829861111111,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.41175412779631226,0.005971993872549019,499.7997806677281,0.2544926726584449,0.0,0.24278560734024066,0.0,0.41175412779631226,0.1092827669492286,LOW-COMPLEXITY,Low
21,105.0,110.0,0.0,0.0,0.0,98.75625610351562,100.57100219726563,3.5443854166666666,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4087437831397338,0.005352614787581701,473.07957240244997,0.25459884579424724,0.0,0.23967558424246577,0.0,0.4087437831397338,0.10899993159705317,LOW-COMPLEXITY,Low
22,110.0,115.0,0.0,0.0,0.0,99.11589813232422,100.21077575683594,3.971520833333333,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4098868700271764,0.006002596677559912,478.79489767951316,0.25186654827975463,0.0,0.2403245858708582,0.0,0.4098868700271764,0.10757516168788357,LOW-COMPLEXITY,Low
23,115.0,120.0,0.0,0.0,0.0,98.17742156982422,100.29586944580078,3.8179513888888885,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.38585997368901925,0.0058208161764705885,468.8139152202315,0.22469078839807247,0.0,0.23142893658074204,0.0,0.38585997368901925,0.09688052858004113,LOW-COMPLEXITY,Low
24,120.0,125.0,0.0,0.0,0.0,98.51756286621094,99.60832214355469,5.511746527777778,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.40511786456892046,0.008356973175381265,451.83149748522237,0.2459857364288799,0.0,0.2373515106045969,0.0,0.40511786456892046,0.10478643078381875,LOW-COMPLEXITY,Low
25,125.0,130.0,0.0,0.0,0.0,97.96388244628906,99.63245849609375,4.911444444444445,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4036749564937176,0.007126832380174294,447.25553559519994,0.24594119496921565,0.0,0.23619620992912135,0.0,0.4036749564937176,0.1047205318363709,LOW-COMPLEXITY,Low
26,130.0,135.0,0.0,0.0,0.7600000000000051,98.85748291015625,101.08425292968751,4.571503472222224,0.005700000000000038,0.0,0.038000000000000256,0.1,0.0,0.0,0.0088421052515233,0.4094852232869017,0.00673335607298475,463.6714178892774,0.25585438294148993,0.003846315784412635,0.24058294589460372,0.0026526315754569897,0.4094852232869017,0.11108623249985933,LOW-COMPLEXITY,Low
27,135.0,140.0,0.0,0.0,0.7600000000000051,98.65428924560547,99.73919525146485,4.8087638888888895,0.005700000000000038,0.0,0.038000000000000256,0.1,0.0,0.0,0.0088421052515233,0.39383999443094403,0.007425959694989108,455.979780249317,0.23320058228880283,0.003846315784412635,0.2361042378985976,0.0026526315754569897,0.39383999443094403,0.10210309158890306,LOW-COMPLEXITY,Low
28,140.0,145.0,0.0,0.0,0.0,98.83987426757812,99.68758850097656,3.7395590277777773,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3976277215429674,0.005527235838779957,473.75595096595754,0.23513438561198324,0.0,0.23619883502149816,0.0,0.3976277215429674,0.10082985467777414,LOW-COMPLEXITY,Low
29,145.0,150.0,0.0,0.0,0.0,97.97389221191406,98.93793334960938,3.862416666666667,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3957835231958935,0.00571933755446623,461.65498491946096,0.2348453138410432,0.0,0.23526994564161183,0.0,0.3957835231958935,0.10082125709611237,LOW-COMPLEXITY,Low
30,150.0,155.0,0.0,0.0,0.0,98.21984100341797,99.11768493652343,3.066065972222222,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.41311426051469735,0.004601938180827887,438.8268599161088,0.2535327043760571,0.0,0.23856248715010073,0.0,0.41311426051469735,0.10698465756188946,LOW-COMPLEXITY,Low
31,155.0,160.0,0.0,0.0,0.0,97.33737182617188,99.13136749267578,3.0498819444444445,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.43702588432916284,0.004012871051198258,420.8740243362561,0.28768760118215064,0.0,0.24465148560329655,0.0,0.43702588432916284,0.12021534946993842,LOW-COMPLEXITY,Low
32,160.0,165.0,0.0,0.0,0.0,98.04647827148438,99.59869079589843,4.6339548611111105,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.38930396550062474,0.00692279561546841,443.5942814526158,0.22702153583383322,0.0,0.23137003175199708,0.0,0.38930396550062474,0.09716428765495938,LOW-COMPLEXITY,Low
33,165.0,170.0,0.0,0.0,0.7600000000000051,99.77973937988281,100.29172210693359,3.08478125,0.005700000000000038,0.0,0.038000000000000256,0.1,0.0,0.0,0.0088421052515233,0.4191250160198187,0.0046567471405228765,481.8559991882866,0.2603823800458328,0.003846315784412635,0.24524037132177812,0.0026526315754569897,0.4191250160198187,0.11257038176831255,LOW-COMPLEXITY,Low
34,170.0,175.0,0.0,0.0,0.0,99.46273803710938,100.36817169189453,2.116413194444444,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.39521959655589967,0.003130260484749455,460.8113063525106,0.23290223313593825,0.0,0.2346811239688964,0.0,0.39521959655589967,0.09978461081810794,LOW-COMPLEXITY,Low
35,175.0,180.0,0.0,0.0,0.0,99.67982482910156,100.47225799560547,3.124951388888889,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.400274165004929,0.004283336465141613,467.0089092029564,0.2412076161951759,0.0,0.237224707665901,0.0,0.400274165004929,0.10356391452942104,LOW-COMPLEXITY,Low
36,180.0,185.0,0.0,0.0,0.0,100.99356842041016,101.76501007080078,4.251496527777778,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.42420711483040524,0.00640441135620915,492.82777989061384,0.2689455696699741,0.0,0.24599865604346619,0.0,0.42420711483040524,0.11452053574259892,LOW-COMPLEXITY,Low
37,185.0,190.0,0.0,0.0,0.0,100.9916763305664,101.40788116455079,2.759395833333333,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.41720012912241483,0.004551448801742919,498.192198443166,0.2590935358825919,0.0,0.24426791404193204,0.0,0.41720012912241483,0.11074050557536845,LOW-COMPLEXITY,Low
38,190.0,195.0,0.0,0.0,0.0,100.48664093017578,101.48612213134766,3.481954861111111,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4052284650839669,0.005271927968409585,483.74163004240074,0.24767807719722135,0.0,0.23955038248340538,0.0,0.4052284650839669,0.10637455619681081,LOW-COMPLEXITY,Low
39,195.0,200.0,0.0,0.0,0.0,98.4447250366211,99.76635284423828,4.477444444444444,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.40278651441505986,0.006591318899782136,468.5539328116581,0.24389172214732377,0.0,0.23750468751961204,0.0,0.40278651441505986,0.10437587310176114,LOW-COMPLEXITY,Low
40,200.0,205.0,0.0,0.0,0.0,99.60820007324219,99.99866790771485,2.0582569444444445,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.404983028851762,0.002942390522875816,455.1050019164651,0.24280912111411204,0.0,0.237590154980542,0.0,0.404983028851762,0.10331535758730521,LOW-COMPLEXITY,Low
41,205.0,210.0,0.0,0.0,0.0,98.38385009765625,99.32706909179687,4.225263888888888,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.414408074229488,0.0062948319716775595,463.06584124723986,0.2550277983823924,0.0,0.2404531892246885,0.0,0.414408074229488,0.10807049686246518,LOW-COMPLEXITY,Low
