type,timestamp,medad,severity
EXTREME_TEMPORAL,3831.9,3.0,3.0
EXTREME_TEMPORAL,3832.0666666666666,6.0,6.0
EXTREME_TEMPORAL,3832.1666666666665,15.0,15.0
EXTREME_TEMPORAL,3832.2,20.0,20.0
EXTREME_TEMPORAL,3832.2666666666664,29.0,29.0
EXTREME_TEMPORAL,3832.2999999999997,50.0,50.0
EXTREME_TEMPORAL,3832.3333333333335,22.0,22.0
EXTREME_TEMPORAL,3832.366666666667,20.0,20.0
EXTREME_TEMPORAL,3832.4,18.0,18.0
EXTREME_TEMPORAL,3832.4666666666667,24.0,24.0
EXTREME_TEMPORAL,3832.5,13.0,13.0
EXTREME_TEMPORAL,3832.5333333333333,12.0,12.0
EXTREME_TEMPORAL,3832.5666666666666,11.0,11.0
EXTREME_TEMPORAL,3832.6,9.0,9.0
EXTREME_TEMPORAL,3832.6666666666665,15.0,15.0
EXTREME_TEMPORAL,3832.7,6.0,6.0
EXTREME_TEMPORAL,3832.733333333333,5.0,5.0
EXTREME_TEMPORAL,3832.7666666666664,5.0,5.0
EXTREME_TEMPORAL,3832.7999999999997,4.0,4.0
EXTREME_TEMPORAL,3832.866666666667,7.0,7.0
EXTREME_TEMPORAL,3832.9,3.0,3.0
EXTREME_TEMPORAL,3832.9333333333334,3.0,3.0
EXTREME_TEMPORAL,3832.9666666666667,6.0,6.0
EXTREME_TEMPORAL,3833.0666666666666,3.0,3.0
EXTREME_TEMPORAL,3833.133333333333,3.0,3.0
EXTREME_TEMPORAL,3833.2666666666664,3.0,3.0
EXTREME_TEMPORAL,3833.4666666666667,5.0,5.0
EXTREME_TEMPORAL,3833.5,3.0,3.0
EXTREME_TEMPORAL,3833.866666666667,9.0,9.0
EXTREME_TEMPORAL,3833.9,6.0,6.0
EXTREME_TEMPORAL,3833.9333333333334,8.0,8.0
EXTREME_TEMPORAL,3833.9666666666667,9.0,9.0
EXTREME_TEMPORAL,3834.0,11.0,11.0
EXTREME_TEMPORAL,3834.0666666666666,14.0,14.0
EXTREME_TEMPORAL,3834.1,11.0,11.0
EXTREME_TEMPORAL,3834.133333333333,12.0,12.0
EXTREME_TEMPORAL,3834.1666666666665,12.0,12.0
EXTREME_TEMPORAL,3834.2,10.0,10.0
EXTREME_TEMPORAL,3834.2666666666664,9.0,9.0
EXTREME_TEMPORAL,3834.2999999999997,8.0,8.0
EXTREME_TEMPORAL,3834.3333333333335,6.0,6.0
EXTREME_TEMPORAL,3834.366666666667,26.0,26.0
EXTREME_TEMPORAL,3834.4,28.0,28.0
EXTREME_TEMPORAL,3834.4666666666667,34.0,34.0
EXTREME_TEMPORAL,3834.5,6.0,6.0
EXTREME_TEMPORAL,3834.866666666667,8.0,8.0
EXTREME_TEMPORAL,3834.9,3.0,3.0
EXTREME_TEMPORAL,3834.9333333333334,3.0,3.0
EXTREME_TEMPORAL,3835.0,3.0,3.0
EXTREME_TEMPORAL,3835.0666666666666,4.0,4.0
EXTREME_TEMPORAL,3835.133333333333,3.0,3.0
EXTREME_TEMPORAL,3835.1666666666665,3.0,3.0
EXTREME_TEMPORAL,3835.2666666666664,6.0,6.0
EXTREME_TEMPORAL,3835.3333333333335,3.0,3.0
EXTREME_TEMPORAL,3835.4666666666667,6.0,6.0
EXTREME_TEMPORAL,3835.5,3.0,3.0
EXTREME_TEMPORAL,3835.5333333333333,4.0,4.0
EXTREME_TEMPORAL,3835.5666666666666,4.0,4.0
EXTREME_TEMPORAL,3835.6,5.0,5.0
EXTREME_TEMPORAL,3835.6666666666665,8.0,8.0
EXTREME_TEMPORAL,3835.7,4.0,4.0
EXTREME_TEMPORAL,3835.733333333333,5.0,5.0
EXTREME_TEMPORAL,3835.7666666666664,5.0,5.0
EXTREME_TEMPORAL,3835.7999999999997,11.0,11.0
EXTREME_TEMPORAL,3835.866666666667,5.0,5.0
EXTREME_TEMPORAL,3838.3333333333335,20.0,20.0
EXTREME_TEMPORAL,3841.0,13.0,13.0
EXTREME_TEMPORAL,3841.0666666666666,35.0,35.0
EXTREME_TEMPORAL,3841.1,21.0,21.0
EXTREME_TEMPORAL,3841.133333333333,21.0,21.0
EXTREME_TEMPORAL,3841.6666666666665,40.0,40.0
EXTREME_TEMPORAL,6013.533333333333,4.0,4.0
EXTREME_TEMPORAL,6016.7,3.0,3.0
EXTREME_TEMPORAL,6017.766666666666,3.0,3.0
