segment,start,end,medad_p50,medad_p90,medad_p99,si_p50,si_p90,si_p99,motion_occupancy,motion_magnitude,scene_activity,texture,rtci,burst_score,tail_score,extreme_score,spatial_score,temporal_score,motion_score,event_score,segment_variability,v8_fusion,bdi,regime,class
43,215.0,220.0,1.0,2.0,43.040000000000276,131.3162078857422,133.79989929199218,135.05475158691405,0.17357868055555556,6.535715243055556,0.02563025585511983,2363.2457545451043,0.55,0.25,1.0,0.2730018587360577,0.6396292672037374,0.41500000000000004,0.39951247063916734,0.07322930244319951,0.5,0.47335598673951645,0.5104832585207735,SPATIAL-HEAVY,Moderate
44,220.0,225.0,1.0,2.0,2.0,108.41625213623047,109.31960754394531,110.88474700927735,0.11830309027777777,4.615282847222222,0.018099148420479303,1509.2567737704258,0.37500000000000006,0.25,0.125,1.0,0.6455707689155282,0.31875000000000003,0.3404316033155278,0.051711852629940866,0.5,0.4094044454269679,0.4133525858852122,SPATIAL-HEAVY,Moderate
45,225.0,230.0,2.0,4.0,9.280000000000015,48.34611511230469,49.76630783081055,109.35693603515625,0.20013493055555556,6.870659965277778,0.026943764569716772,229.00064553908317,0.3705000000000001,0.25,0.2900000000000005,1.0,0.6562470655299835,0.3162750000000001,0.3422476844336595,0.07698218448490507,0.25,0.4368446922591141,0.48511498582685336,SPATIAL-HEAVY,Moderate
46,230.0,235.0,2.0,5.0,6.760000000000005,49.114776611328125,57.36256637573243,59.457403106689455,0.24599211805555551,7.742365625000001,0.0303622181372549,169.28565843549097,0.33630000000000004,0.3125,0.16900000000000012,0.14792899408284013,0.5696624216166127,0.32559000000000005,0.3314006774964854,0.08674919467787115,0.4,0.34473228034226233,0.36570061746257604,BURST-DOMINATED,Moderate
47,235.0,240.0,3.0,7.0,10.0,58.848419189453125,60.05784530639649,60.268224487304686,0.29445420138888884,9.434205069444442,0.03699688262527233,238.4049970490947,0.35119047619047616,0.2916666666666667,0.17857142857142858,0.125,0.6386253035878908,0.3244047619047619,0.3562889336699542,0.10570537892934952,0.42857142857142855,0.37519570972432664,0.4154899217040676,SPATIAL-HEAVY,Moderate
48,240.0,245.0,3.0,28.0,33.760000000000005,58.33883285522461,60.738172149658205,67.95792694091797,0.3651035069444445,13.441969444444444,0.05271360566448802,244.0018820347287,0.29978571428571427,1.0,0.15071428571428575,0.12959123222748814,0.6298121995914654,0.6148821428571429,0.3157321752371399,0.1506103018985372,0.14285714285714285,0.47490875962922674,0.4999603420340543,HIGH-SPATIO-TEMPORAL,Moderate
49,245.0,250.0,3.0,4.0,24.760000000000005,73.8079833984375,114.5091766357422,115.20122283935547,0.2991171180555555,10.502875868055558,0.04118774850217864,1258.8861897991828,0.5630833333333334,0.16666666666666666,0.7737500000000002,0.29281098546041995,0.4540817671344782,0.3846958333333334,0.4721456133324694,0.11767928143479613,0.25,0.4102320554790776,0.4505698967686338,SPARSE-EXTREME,Moderate
50,250.0,255.0,2.0,7.6000000000000085,55.80000000000028,111.09945678710938,118.19068756103516,120.48944946289063,0.26674114583333336,10.76861763888889,0.04222987309368192,1188.8619351479435,0.4167105263157902,0.47500000000000053,0.9177631578947404,0.1948924731182786,0.6163603664261098,0.44294078947368487,0.3473803448078885,0.12065678026766263,0.1315789473684209,0.4559730588866622,0.5005504343874736,SPATIAL-HEAVY,Moderate
51,255.0,260.0,1.0,2.6000000000000085,37.68000000000022,96.47752380371094,119.26973571777344,119.6619955444336,0.14955392361111108,5.324674513888888,0.020881076525054467,1966.0790418388206,0.49576923076923024,0.32500000000000107,1.0,0.179140127388534,0.5427854631123471,0.4189230769230771,0.38692445009870013,0.05966021864301277,0.38461538461538336,0.4468295368907721,0.48404100774965564,SPARSE-EXTREME,Moderate
52,260.0,265.0,0.0,4.0,52.60000000000031,68.96598052978516,114.09789123535157,117.75155426025391,0.16328315972222224,6.476375173611111,0.025397549700435725,814.7798658401683,0.37500000000000006,0.5,1.0,0.23288973384030281,0.43371809967735975,0.43125,0.3303954952811923,0.07256442771553065,0.5,0.42013469831117256,0.4161019406483775,SPARSE-EXTREME,Moderate
53,265.0,270.0,0.0,7.0,9.0,46.4381217956543,119.42977142333984,120.13288299560547,0.17460121527777778,5.896505277777777,0.023123550108932467,1283.227228835119,0.29285714285714287,0.875,0.16071428571428573,1.0,0.33252850158607994,0.5548214285714286,0.2751854928573584,0.06606728602552134,0.5714285714285714,0.4375082270849694,0.39686793050079544,BURST-DOMINATED,Moderate
54,270.0,275.0,0.0,1.0,1.7600000000000051,49.165103912353516,57.26436767578125,58.62016815185547,0.1296139583333334,3.7106108680555554,0.014551415168845316,420.5226682395676,0.06900000000000013,0.125,0.22000000000000064,0.14204545454545414,0.5707301123769531,0.09420000000000008,0.2961899564444562,0.04157547191098662,0.0,0.25593327998582766,0.3028052494845574,SPARSE-EXTREME,Low
55,275.0,280.0,0.0,1.0,1.0,48.35295867919922,54.715816497802734,55.97893402099609,0.09318489583333332,3.206155243055555,0.012573157815904139,467.04175586841427,0.05,0.125,0.125,0.25,0.5847715794708267,0.08375,0.23609635002315318,0.0359233080454404,0.0,0.2431596074888283,0.2867777720837308,LOW-COMPLEXITY,Low
56,280.0,285.0,1.0,1.0,2.0,44.91424560546875,101.86199493408203,102.9230615234375,0.09796628472222223,3.3703636458333337,0.013217112336601304,602.884737834024,0.675,0.125,0.25,1.0,0.35437725942806614,0.4275000000000001,0.433317896997796,0.037763178104575156,1.0,0.41014123488639015,0.37801262938134417,SPARSE-EXTREME,Moderate
57,285.0,290.0,1.0,1.0,59.76000000000039,101.72247314453125,113.3458984375,113.90476623535156,0.12397559027777777,5.040697534722223,0.019767441312636167,1508.9290980733235,0.675,0.125,1.0,0.18616131191432275,0.5921343042512551,0.4275000000000001,0.4452690165439869,0.05647840375038905,0.0,0.4260948131205662,0.4719134019613764,SPARSE-EXTREME,Moderate
58,290.0,295.0,2.0,10.0,11.0,116.73722839355469,135.90975646972657,137.19700622558594,0.3178176736111111,11.810439444444444,0.04631544880174292,2847.4522319138578,0.3025,0.625,0.1375,0.6136363636363636,0.5706691358009155,0.447625,0.32440795663009364,0.13232985371926548,0.4,0.4306516821274828,0.4386392087146289,BURST-DOMINATED,Moderate
59,295.0,300.0,7.0,9.0,10.0,138.732666015625,140.7558380126953,144.4745837402344,0.43153739583333334,18.421072881944443,0.07223950149782137,2805.3917995700594,0.4765873015873016,0.16071428571428573,0.1388888888888889,0.7875,0.6423269216147782,0.3344444444444445,0.49792713488514595,0.20639857570806106,0.4444444444444444,0.4361109226411384,0.46097369636406893,SPATIAL-HEAVY,Moderate
60,300.0,305.0,3.0,3.0,4.0,150.21600341796875,156.39845275878906,156.84885314941405,0.2913047222222222,13.193593402777777,0.051739581971677565,3717.2221811225813,0.5583333333333335,0.125,0.16666666666666666,1.0,0.6276220839418463,0.36333333333333345,0.40358299195250547,0.1478273770619359,0.3333333333333333,0.4160262791594144,0.4283967315482593,SPATIAL-HEAVY,Moderate
61,305.0,310.0,1.0,2.0,3.0,125.07032775878906,126.15457611083984,126.74359161376954,0.15242986111111112,5.230695798611111,0.020512532543572985,2108.7427243608836,0.3875,0.25,0.1875,1.0,0.6452016922822066,0.32562500000000005,0.327950727465555,0.05860723583877996,0.5,0.4140860084380736,0.4206284840942216,SPATIAL-HEAVY,Moderate
62,310.0,315.0,1.0,1.0,1.0,78.2889175415039,123.45157623291016,124.01067321777344,0.08258197916666668,3.3052397569444443,0.012961724537037037,919.4212784107782,0.65,0.125,0.125,1.0,0.44861236489482037,0.41375000000000006,0.2968313470142627,0.03703349867724868,1.0,0.38730372013607944,0.3569914122550123,LOW-COMPLEXITY,Moderate
63,315.0,320.0,2.0,2.0,3.0,109.49407958984375,118.8613052368164,121.38687194824219,0.17762493055555556,9.702050625,0.03804725735294117,1074.1961277931912,0.6625000000000001,0.125,0.1875,1.0,0.6057870200986994,0.4206250000000001,0.3067744350530239,0.10870644957983192,1.0,0.44757048228458385,0.4462335928433886,SPATIAL-HEAVY,Moderate
64,320.0,325.0,1.0,2.0,43.28000000000027,102.1562728881836,102.60043182373047,102.76664916992188,0.12765128472222223,5.019852812499998,0.019685697303921567,1777.3383653674034,0.625,0.25,1.0,0.17040203327171796,0.647568836046114,0.45625,0.3181695280329463,0.05624484943977591,1.0,0.49060713675198064,0.5186202164114112,SPATIAL-HEAVY,Moderate
65,325.0,330.0,1.0,2.0,2.0,92.11027526855469,98.18281555175781,101.01318023681641,0.14116423611111112,5.025229375,0.019706781862745097,1183.6561541010672,0.45000000000000007,0.25,0.125,1.0,0.6154911381758947,0.36000000000000004,0.35164040923655593,0.05630509103641457,1.0,0.44276890421145537,0.4317220276555197,SPATIAL-HEAVY,Moderate
66,330.0,335.0,0.0,1.6000000000000085,2.0,92.0063705444336,92.30508117675781,92.4858773803711,0.09790465277777775,3.4153401736111113,0.013393490876906316,963.8799511690482,0.16499999999999954,0.20000000000000107,0.15624999999999917,1.0,0.6481965084169279,0.18075000000000024,0.21156145637226023,0.038267116791160904,0.6249999999999967,0.3455724979187725,0.3351234108878055,SPATIAL-HEAVY,Moderate
67,335.0,340.0,1.0,6.0,36.360000000000184,81.63680267333984,113.68273010253907,116.38209777832031,0.21901979166666663,10.970595590277778,0.04302194349128541,912.6231683461724,0.40150000000000086,0.75,0.7575000000000038,0.4537953795379515,0.49357868588689896,0.5583250000000005,0.26965915529832496,0.12291983854652974,0.16666666666666666,0.4599522113602093,0.46756144588507376,SPARSE-EXTREME,Moderate
